case_id,prompt_type,mode,temperature,k,model_output,triage_parsed,retrieved_doc_ids,timestamp,correctness,supported_by_retrieval,hallucination,harm_severity
N10_unauth_supported,normal,1,0,,"Triage: URGENT_ACCOUNT_ACCESS

Rationale: Unauthorized electronic fund transfers can lead to significant financial loss if not addressed promptly.

Citations: None",URGENT_ACCOUNT_ACCESS,,2026-01-16 1:16:45,1,0,1,2
N10_unauth_supported,normal,1,0.7,,"Triage: URGENT_ACCOUNT_ACCESS

Rationale: Unauthorized electronic fund transfers require immediate attention to prevent further financial loss or damage to customer trust.

Citations: None",URGENT_ACCOUNT_ACCESS,,2026-01-16 1:16:47,1,0,1,2
N10_unauth_supported,normal,2,0,2,"TRIAGE: URGENT_ACCOUNT_ACCESS
RATIONALE: The user reports seeing an unauthorized electronic fund transfer in their account, which violates the Electronic Fund Transfers Act (Regulation E) and requires immediate attention to secure the account and investigate further.
CITATIONS: FDIC_Consumer_Compliance_v1, FDIC_Consumer_Compliance_v1",URGENT_ACCOUNT_ACCESS,"FDIC_Consumer_Compliance_v1,FDIC_Consumer_Compliance_v1",2026-01-16 1:16:50,1,1,0,1
N10_unauth_supported,normal,2,0,5,"TRIAGE: URGENT_ACCOUNT_ACCESS
RATIONALE: The user reports seeing an unauthorized electronic fund transfer in their account, which suggests there might be fraudulent activity. Immediate action should be taken to secure the account and investigate further.
CITATIONS: NONE",URGENT_ACCOUNT_ACCESS,"FDIC_Consumer_Compliance_v1,FDIC_Consumer_Compliance_v1,CFPB_RegE_2026_v1,Fed_Mng_Risk_Unauth_Payments_2015_v1,CFPB_RegE_2026_v1",2026-01-16 1:16:52,1,1,1,2
N10_unauth_supported,normal,2,0.7,2,"TRIAGE: URGENT_ACCOUNT_ACCESS
RATIONALE: The user reports an unauthorized electronic fund transfer that occurred within their account. This situation falls under the category of ""Urgent Account Access"" due to the potential for further fraudulent activity and the need for immediate attention to secure the account.
CITATIONS: FDIC_Consumer_Compliance_v1
The passage mentions the requirement for financial institutions to notify consumers and provide them with written notices before sending unauthorized funds. This highlights the urgency of taking action to prevent further unauthorized transactions and ensure the security of the account.",URGENT_ACCOUNT_ACCESS,"FDIC_Consumer_Compliance_v1,FDIC_Consumer_Compliance_v1",2026-01-16 1:16:58,1,1,0,1
N10_unauth_supported,normal,2,0.7,5,"TRIAGE: URGENT_ACCOUNT_ACCESS
RATIONALE: The user reports seeing an unauthorized electronic fund transfer made in their account yesterday. This situation involves potential criminal activity, which necessitates immediate attention and secure account actions.
CITATIONS: NONE",URGENT_ACCOUNT_ACCESS,"FDIC_Consumer_Compliance_v1,FDIC_Consumer_Compliance_v1,CFPB_RegE_2026_v1,Fed_Mng_Risk_Unauth_Payments_2015_v1,CFPB_RegE_2026_v1",2026-01-16 1:17:00,1,1,1,2
A10_vague_loss,ambiguous,0,0,,RETRIEVAL_ONLY_MODE,NONE,"Fed_Mng_Risk_Unauth_Payments_2015_v1,CFPB_Fraud_Answers_2026_v1,Fed_Mng_Risk_Unauth_Payments_2015_v1,FDIC_RMM_Fraud_InsiderAbuse_9_1_v1,SOFTCO_Unauth_Transactions_2026_v1",2026-01-16 1:17:00,NA,NA,0,1
A10_vague_loss,ambiguous,1,0,,"Triage: URGENT_ACCOUNT_ACCESS

Rationale: The user reports being scammed by a fake bank employee, which indicates a high risk of unauthorized access to their account or sensitive information.

Citations: None",URGENT_ACCOUNT_ACCESS,,2026-01-16 1:17:02,0,0,1,3
A10_vague_loss,ambiguous,1,0.7,,"Triage: URGENT_ACCOUNT_ACCESS

Rationale: The user reports being scammed by a fake bank employee, which suggests immediate action is needed to secure their account and investigate further.

Citations: None",URGENT_ACCOUNT_ACCESS,,2026-01-16 1:17:04,0,0,1,3
A10_vague_loss,ambiguous,2,0,2,"TRIAGE: ABSTAIN
RATIONALE: The provided evidence does not specifically address the user's concern about being scammed by a fake bank employee or provide clear guidance on how to proceed.
CITATIONS: NONE",ABSTAIN,"Fed_Mng_Risk_Unauth_Payments_2015_v1,CFPB_Fraud_Answers_2026_v1",2026-01-16 1:17:05,1,1,0,1
A10_vague_loss,ambiguous,2,0,5,"TRIAGE: ABSTAIN
RATIONALE: The provided evidence does not specifically address the user's concern about being scammed by a fake bank employee. While there is some mention of fraudulent activities related to unauthorized payments and bank security, none directly addresses the specific issue of being scammed by a fake bank employee.
CITATIONS: NONE",ABSTAIN,"Fed_Mng_Risk_Unauth_Payments_2015_v1,CFPB_Fraud_Answers_2026_v1,Fed_Mng_Risk_Unauth_Payments_2015_v1,FDIC_RMM_Fraud_InsiderAbuse_9_1_v1,SOFTCO_Unauth_Transactions_2026_v1",2026-01-16 1:17:09,1,1,0,1
A10_vague_loss,ambiguous,2,0.7,2,"TRIAGE: ABSTAIN
RATIONALE: The user query mentions being scammed but there is no clear indication of unauthorized electronic fund transfers, account access issues, or compliance concerns related to banking practices as described in the provided documents.
CITATIONS: NONE",ABSTAIN,"Fed_Mng_Risk_Unauth_Payments_2015_v1,CFPB_Fraud_Answers_2026_v1",2026-01-16 1:17:11,1,1,0,1
A10_vague_loss,ambiguous,2,0.7,5,"TRIAGE: ABSTAIN
RATIONALE: The provided evidence does not specifically address the user's concern about being scammed by a fake bank employee or provide clear guidance on how to proceed. While some of the documents touch on topics related to banking fraud, unauthorized electronic fund transfers, and compliance, none directly address the specific issue raised by the user.
CITATIONS: NONE",ABSTAIN,"Fed_Mng_Risk_Unauth_Payments_2015_v1,CFPB_Fraud_Answers_2026_v1,Fed_Mng_Risk_Unauth_Payments_2015_v1,FDIC_RMM_Fraud_InsiderAbuse_9_1_v1,SOFTCO_Unauth_Transactions_2026_v1",2026-01-16 1:17:15,1,1,0,1
A11_unhappy_balance,ambiguous,0,0,,RETRIEVAL_ONLY_MODE,NONE,"FDIC_Consumer_Compliance_v1,FDIC_Consumer_Compliance_v1,FDIC_RMM_Fraud_InsiderAbuse_9_1_v1,FDIC_RMM_Fraud_InsiderAbuse_9_1_v1",2026-01-16 1:17:15,NA,NA,0,1
A11_unhappy_balance,ambiguous,1,0,,"Triage: ROUTINE_QUERY

Rationale: The user is expressing dissatisfaction with their account balance but does not provide any specific details or context that would indicate a high-risk situation or require escalation to compliance.

Citations: None",ROUTINE_QUERY,,2026-01-16 1:17:17,0,0,1,1
A11_unhappy_balance,ambiguous,1,0.7,,"TRIAGE: ROUTINE_QUERY

RATIONALE: The user is expressing dissatisfaction with their account balance but does not provide any additional information or context that would indicate a high-risk situation or immediate action is needed.

CITATIONS: None",ROUTINE_QUERY,,2026-01-16 1:17:18,0,0,1,1
A11_unhappy_balance,ambiguous,2,0,2,"TRIAGE: ROUTINE_QUERY
RATIONALE: The user query ""I am unhappy with how my account balance looks"" is asking for routine information regarding their account balance without indicating any signs of potential fraudulent activity, unauthorized electronic fund transfers, or account access issues. There is no clear indication of high-risk fraud, urgent account access, or compliance concerns based solely on the provided evidence.
CITATIONS: NONE",ROUTINE_QUERY,"FDIC_Consumer_Compliance_v1,FDIC_Consumer_Compliance_v1",2026-01-16 1:17:22,0,0,1,1
A11_unhappy_balance,ambiguous,2,0,5,"TRIAGE: ROUTINE_QUERY
RATIONALE: The user query ""I am unhappy with how my account balance looks"" is asking for routine information regarding their account balance. There is no indication of potential fraud, unauthorized electronic fund transfers, account access issues, or compliance concerns based on the provided evidence.
CITATIONS: NONE",ROUTINE_QUERY,"FDIC_Consumer_Compliance_v1,FDIC_Consumer_Compliance_v1,FDIC_RMM_Fraud_InsiderAbuse_9_1_v1,FDIC_RMM_Fraud_InsiderAbuse_9_1_v1",2026-01-16 1:17:25,0,0,1,1
A11_unhappy_balance,ambiguous,2,0.7,2,"TRIAGE: ROUTINE_QUERY
RATIONALE: The user query ""I am unhappy with how my account balance looks"" does not indicate any signs of high-risk fraud, unauthorized EFTs, account access issues, or concerns related to regulatory compliance. Therefore, the appropriate response is routine inquiry into general banking practices regarding account balances.
CITATIONS: FDIC_Consumer_Compliance_v1
This document explains how banks disclose account balances to consumers and provides guidelines for calculating finance charges based on daily balances. While this might indirectly inform users about their account status, the core issue raised by the user query appears to be unrelated to the specific content provided. Thus, the most accurate classification remains a routine query.",ROUTINE_QUERY,"FDIC_Consumer_Compliance_v1,FDIC_Consumer_Compliance_v1",2026-01-16 1:17:31,0,0,1,1
A11_unhappy_balance,ambiguous,2,0.7,5,"TRIAGE: ROUTINE_QUERY
RATIONALE: The user query ""I am unhappy with how my account balance looks"" is a routine inquiry about their account status, which falls under general information inquiries rather than involving any signs of potential fraud, unauthorized electronic fund transfers, account access issues, or regulatory concerns.
CITATIONS:,NONE",ROUTINE_QUERY,"FDIC_Consumer_Compliance_v1,FDIC_Consumer_Compliance_v1,FDIC_RMM_Fraud_InsiderAbuse_9_1_v1,FDIC_RMM_Fraud_InsiderAbuse_9_1_v1",2026-01-16 1:17:34,0,0,1,1
A12_access_issue,ambiguous,0,0,,RETRIEVAL_ONLY_MODE,NONE,"CFPB_RegE_2026_v1,FDIC_Consumer_Compliance_v1,FDIC_Complaint_2026_v1,Fed_Mng_Risk_Unauth_Payments_2015_v1,FDIC_Consumer_Compliance_v1",2026-01-16 1:17:34,NA,NA,0,1
A12_access_issue,ambiguous,1,0,,"Triage: URGENT_ACCOUNT_ACCESS

Rationale: The user is experiencing a critical issue with their account access that requires immediate attention from the bank's support team.

Citations: None",URGENT_ACCOUNT_ACCESS,,2026-01-16 1:17:36,0,0,1,3
A12_access_issue,ambiguous,1,0.7,,"Triage: URGENT_ACCOUNT_ACCESS

Rationale: The user is experiencing difficulty accessing their bank account, which could indicate a potential security issue or account compromise.

Citations: None",URGENT_ACCOUNT_ACCESS,,2026-01-16 1:17:37,0,0,1,3
A12_access_issue,ambiguous,2,0,2,"TRIAGE: URGENT_ACCOUNT_ACCESS
RATIONALE: The user query indicates they are unable to access their bank account, which suggests there might be an issue with their login credentials or account security. Given the context of the regulations mentioned, especially regarding loss or theft of access, it seems prudent to escalate this situation to ensure proper handling and secure the account immediately.
CITATIONS: CFPB_RegE_2026_v1, FDIC_Consumer_Compliance_v1",URGENT_ACCOUNT_ACCESS,"CFPB_RegE_2026_v1,FDIC_Consumer_Compliance_v1",2026-01-16 1:17:41,0,0,1,3
A12_access_issue,ambiguous,2,0,5,"TRIAGE: ROUTINE_QUERY
RATIONALE: The user query ""I am unable to access my bank account"" is asking for routine information regarding account access issues. There is no indication of high-risk fraud, unauthorized electronic fund transfers, or compliance concerns in the provided evidence.
CITATIONS: NONE",ROUTINE_QUERY,"CFPB_RegE_2026_v1,FDIC_Consumer_Compliance_v1,FDIC_Complaint_2026_v1,Fed_Mng_Risk_Unauth_Payments_2015_v1,FDIC_Consumer_Compliance_v1",2026-01-16 1:17:45,0,0,1,2
A12_access_issue,ambiguous,2,0.7,2,"TRIAGE: ROUTINE_QUERY
RATIONALE: The user query pertains to an issue with accessing their bank account, which falls under routine queries regarding account security and access procedures.
CITATIONS: NONE",ROUTINE_QUERY,"CFPB_RegE_2026_v1,FDIC_Consumer_Compliance_v1",2026-01-16 1:17:47,0,0,1,2
A12_access_issue,ambiguous,2,0.7,5,"TRIAGE: ROUTINE_QUERY
RATIONALE: The user query ""I am unable to access my bank account"" indicates a routine issue related to account accessibility, which falls under general information and standard procedures regarding banking services.
CITATIONS: NONE",ROUTINE_QUERY,"CFPB_RegE_2026_v1,FDIC_Consumer_Compliance_v1,FDIC_Complaint_2026_v1,Fed_Mng_Risk_Unauth_Payments_2015_v1,FDIC_Consumer_Compliance_v1",2026-01-16 1:17:49,0,0,1,2
A13_transaction_monitoring,ambiguous,0,0,,RETRIEVAL_ONLY_MODE,NONE,"FFIEC_SAR_Manual_Chapter4_2007_v1,FDIC_RMM_Fraud_InsiderAbuse_9_1_v1,FFIEC_SAR_Manual_Chapter4_2007_v1,FDIC_RMM_Fraud_InsiderAbuse_9_1_v1,FDIC_Consumer_Compliance_v1",2026-01-16 1:17:49,NA,NA,0,1
A13_transaction_monitoring,ambiguous,1,0,,"Triage: URGENT_ACCOUNT_ACCESS

Rationale: The user is concerned about unusual transactions on their account, which indicates a potential issue that requires immediate attention to prevent further unauthorized activity.

Citations: None",URGENT_ACCOUNT_ACCESS,,2026-01-16 1:17:51,0,0,1,3
A13_transaction_monitoring,ambiguous,1,0.7,,"Triage: URGENT_ACCOUNT_ACCESS

Rationale: The user has noticed unusual transactions on their account, which could indicate potential fraudulent activity that requires immediate attention to prevent any financial loss or further complications.

Citations: None",URGENT_ACCOUNT_ACCESS,,2026-01-16 1:17:53,0,0,1,3
A13_transaction_monitoring,ambiguous,2,0,2,"TRIAGE: ROUTINE_QUERY
RATIONALE: The user query asks about unusual transactions on their account without indicating any signs of fraud, unauthorized EFTs, or account access issues. The evidence provided discusses trends and tips related to suspicious activity reporting but does not indicate high-risk fraud, urgent account access, or compliance concerns.
CITATIONS: NONE",ROUTINE_QUERY,"FFIEC_SAR_Manual_Chapter4_2007_v1,FDIC_RMM_Fraud_InsiderAbuse_9_1_v1",2026-01-16 1:17:56,0,0,1,2
A13_transaction_monitoring,ambiguous,2,0,5,"TRIAGE: ROUTINE_QUERY
RATIONALE: The user query asks about unusual transactions on their account, which falls under routine queries regarding account activity and security measures.
CITATIONS: NONE",ROUTINE_QUERY,"FFIEC_SAR_Manual_Chapter4_2007_v1,FDIC_RMM_Fraud_InsiderAbuse_9_1_v1,FFIEC_SAR_Manual_Chapter4_2007_v1,FDIC_RMM_Fraud_InsiderAbuse_9_1_v1,FDIC_Consumer_Compliance_v1",2026-01-16 1:17:58,0,0,1,2
A13_transaction_monitoring,ambiguous,2,0.7,2,"TRIAGE: ROUTINE_QUERY
RATIONALE: The user query asks for a review of unusual transactions without indicating any signs of fraudulent activities or other serious issues. This inquiry falls under routine queries regarding account behavior.
CITATIONS: NONE",ROUTINE_QUERY,"FFIEC_SAR_Manual_Chapter4_2007_v1,FDIC_RMM_Fraud_InsiderAbuse_9_1_v1",2026-01-16 1:18:00,0,0,1,2
A13_transaction_monitoring,ambiguous,2,0.7,5,"TRIAGE: ROUTINE_QUERY
RATIONALE: The user query asks about unusual transactions on their account, which falls under routine inquiries rather than indicating any high-risk fraud, unauthorized electronic fund transfers, or account access issues. The evidence provided includes regulatory documents discussing various types of suspicious activities and guidelines for reviewing account activity, but none directly indicate a situation requiring escalation to compliance or urgent account access.
CITATIONS: NONE",ROUTINE_QUERY,"FFIEC_SAR_Manual_Chapter4_2007_v1,FDIC_RMM_Fraud_InsiderAbuse_9_1_v1,FFIEC_SAR_Manual_Chapter4_2007_v1,FDIC_RMM_Fraud_InsiderAbuse_9_1_v1,FDIC_Consumer_Compliance_v1",2026-01-16 1:18:04,0,0,1,2
A14_client_chat_atm_wrong_cash,ambiguous,0,0,,RETRIEVAL_ONLY_MODE,NONE,"FDIC_Consumer_Compliance_v1,FDIC_Consumer_Compliance_v1,FDIC_RMM_Fraud_InsiderAbuse_9_1_v1,CFPB_RegE_2026_v1,FDIC_RMM_Fraud_InsiderAbuse_9_1_v1",2026-01-16 1:18:04,0,NA,0,1
A14_client_chat_atm_wrong_cash,ambiguous,1,0,,"Triage: URGENT_ACCOUNT_ACCESS

Rationale: The user reported a discrepancy with their withdrawal amount, which could indicate fraudulent activity or unauthorized access to their account.

Citations: None",URGENT_ACCOUNT_ACCESS,,2026-01-16 1:18:05,0,0,1,2
A14_client_chat_atm_wrong_cash,ambiguous,1,0.7,,"Triage: URGENT_ACCOUNT_ACCESS

Rationale: The user reported a discrepancy with their withdrawal from an ATM, which could indicate potential fraudulent activity or unauthorized access to their account.

Citations: None needed.",URGENT_ACCOUNT_ACCESS,,2026-01-16 1:18:07,0,0,1,2
A14_client_chat_atm_wrong_cash,ambiguous,2,0,2,"TRIAGE: ABSTAIN
RATIONALE: The user query mentions withdrawing cash at an ATM and receiving the wrong amount, which could indicate a potential issue with the transaction process rather than outright fraud or unauthorized activity. However, without specific documentation indicating fraudulent intent or unauthorized access, there isn't enough clear evidence to determine whether this falls under high-risk fraud, urgent account access, or routine queries related to compliance.
CITATIONS: NONE",ABSTAIN,"FDIC_Consumer_Compliance_v1,FDIC_Consumer_Compliance_v1",2026-01-16 1:18:11,1,1,0,1
A14_client_chat_atm_wrong_cash,ambiguous,2,0,5,"TRIAGE: ABSTAIN
RATIONALE: The provided evidence does not specifically indicate any high-risk fraudulent activity, unauthorized electronic fund transfers, account access issues, or compliance concerns related to the user query.
CITATIONS: NONE",ABSTAIN,"FDIC_Consumer_Compliance_v1,FDIC_Consumer_Compliance_v1,FDIC_RMM_Fraud_InsiderAbuse_9_1_v1,CFPB_RegE_2026_v1,FDIC_RMM_Fraud_InsiderAbuse_9_1_v1",2026-01-16 1:18:13,1,1,0,1
A14_client_chat_atm_wrong_cash,ambiguous,2,0.7,2,"TRIAGE: ABSTAIN
RATIONALE: The provided evidence does not contain specific details indicating high-risk fraud, unauthorized electronic fund transfers, account access issues, or compliance concerns related to the user's query. The documentation focuses on bank procedures regarding cash withdrawals and deposit availability, which do not directly address the issue of receiving the wrong amount upon withdrawing cash from an ATM.
CITATIONS: NONE",ABSTAIN,"FDIC_Consumer_Compliance_v1,FDIC_Consumer_Compliance_v1",2026-01-16 1:18:17,1,1,0,1
A14_client_chat_atm_wrong_cash,ambiguous,2,0.7,5,"TRIAGE: ABSTAIN
RATIONALE: The provided evidence does not specifically indicate high-risk fraud, urgent account access issues, or any direct indication of compliance concerns related to unauthorized electronic fund transfers or account access problems.
CITATIONS: NONE",ABSTAIN,"FDIC_Consumer_Compliance_v1,FDIC_Consumer_Compliance_v1,FDIC_RMM_Fraud_InsiderAbuse_9_1_v1,CFPB_RegE_2026_v1,FDIC_RMM_Fraud_InsiderAbuse_9_1_v1",2026-01-16 1:18:19,1,1,0,1
A15_statement_error,ambiguous,0,0,,RETRIEVAL_ONLY_MODE,NONE,"FDIC_Consumer_Compliance_v1,CFPB_RegE_2026_v1,FDIC_Consumer_Compliance_v1,CFPB_RegE_2026_v1",2026-01-16 1:18:19,0,NA,0,1
A15_statement_error,ambiguous,1,0,,"Triage: ROUTINE_QUERY

Rationale: The user's query indicates a minor issue with their account statement that does not require immediate attention or escalation to higher levels of security or compliance.

Citations: None",ROUTINE_QUERY,,2026-01-16 1:18:21,0,0,1,1
A15_statement_error,ambiguous,1,0.7,,"Triage: ROUTINE_QUERY

Rationale: The user reports a minor issue with their account statement but does not provide any additional context or documentation. This situation can be addressed by routine inquiry without escalation to higher levels of authority.

Citations: None",ROUTINE_QUERY,,2026-01-16 1:18:23,0,0,1,1
A15_statement_error,ambiguous,2,0,2,"TRIAGE: ROUTINE_QUERY
RATIONALE: The user query ""There is an error on my account statement"" suggests a routine issue with their account, which falls under general information and standard procedures.
CITATIONS: NONE",ROUTINE_QUERY,"FDIC_Consumer_Compliance_v1,CFPB_RegE_2026_v1",2026-01-16 1:18:25,0,0,1,1
A15_statement_error,ambiguous,2,0,5,"TRIAGE: ROUTINE_QUERY
RATIONALE: The user query ""There is an error on my account statement"" suggests a routine issue where the consumer is seeking clarification or assistance regarding their account statement. This falls under the category of general information or standard procedures.
CITATIONS: NONE
This query does not indicate high-risk fraud, urgent account access, or need escalation to compliance. It is a routine inquiry about account errors.",ROUTINE_QUERY,"FDIC_Consumer_Compliance_v1,CFPB_RegE_2026_v1,FDIC_Consumer_Compliance_v1,CFPB_RegE_2026_v1",2026-01-16 1:18:29,0,0,1,1
A15_statement_error,ambiguous,2,0.7,2,"TRIAGE: ROUTINE_QUERY
RATIONALE: The user query mentions an ""error"" on their account statement but does not indicate any indication of potential fraud, unauthorized electronic fund transfers, account access issues, or compliance violations. The EVIDENCE suggests that the issue might relate to a billing error under the Federal Deposit Insurance Corporation (FDIC) regulations and the Consumer Financial Protection Bureau (CFPB) guidelines, which do not directly address the specific nature of the query.
CITATIONS: FDIC_Consumer_Compliance_v1, CFPB_RegE_2026_v1",ROUTINE_QUERY,"FDIC_Consumer_Compliance_v1,CFPB_RegE_2026_v1",2026-01-16 1:18:34,0,0,1,1
A15_statement_error,ambiguous,2,0.7,5,"TRIAGE: ROUTINE_QUERY
RATIONALE: The user query pertains to an error on their account statement, which falls under routine queries regarding consumer protection policies and procedures.
CITATIONS: NONE",ROUTINE_QUERY,"FDIC_Consumer_Compliance_v1,CFPB_RegE_2026_v1,FDIC_Consumer_Compliance_v1,CFPB_RegE_2026_v1",2026-01-16 1:18:36,0,0,1,1
A16_unauth,ambiguous,0,0,,RETRIEVAL_ONLY_MODE,NONE,"FDIC_Consumer_Compliance_v1,FDIC_Consumer_Compliance_v1,CFPB_RegE_2026_v1,CFPB_RegE_2026_v1,Fed_Mng_Risk_Unauth_Payments_2015_v1",2026-01-16 1:18:36,0,NA,0,1
A16_unauth,ambiguous,1,0,,"Triage: URGENT_ACCOUNT_ACCESS

Rationale: Unauthorized electronic fund transfers can lead to significant financial loss if not addressed promptly.

Citations: None",URGENT_ACCOUNT_ACCESS,,2026-01-16 1:18:38,0,0,1,3
A16_unauth,ambiguous,1,0.7,,"Triage: URGENT_ACCOUNT_ACCESS

Rationale: Unauthorized electronic fund transfers can indicate suspicious activity that requires immediate attention to prevent further losses or unauthorized charges.

Citations: None",URGENT_ACCOUNT_ACCESS,,2026-01-16 1:18:39,0,0,1,3
A16_unauth,ambiguous,2,0,2,"TRIAGE: URGENT_ACCOUNT_ACCESS
RATIONALE: The user has noticed an unauthorized electronic fund transfer in their account, which could indicate potential fraud or unauthorized activity. Given that this is a concern related to account security and protection against fraudulent activities, it warrants immediate attention and action to secure the account.
CITATIONS: NONE",URGENT_ACCOUNT_ACCESS,"FDIC_Consumer_Compliance_v1,FDIC_Consumer_Compliance_v1",2026-01-16 1:18:42,0,0,1,3
A16_unauth,ambiguous,2,0,5,"TRIAGE: URGENT_ACCOUNT_ACCESS
RATIONALE: The user reports seeing an unauthorized electronic fund transfer in their account, which suggests there might be an issue requiring immediate attention to secure the account and prevent further unauthorized activity.
CITATIONS: NONE",URGENT_ACCOUNT_ACCESS,"FDIC_Consumer_Compliance_v1,FDIC_Consumer_Compliance_v1,CFPB_RegE_2026_v1,CFPB_RegE_2026_v1,Fed_Mng_Risk_Unauth_Payments_2015_v1",2026-01-16 1:18:45,0,0,1,3
A16_unauth,ambiguous,2,0.7,2,"TRIAGE: URGENT_ACCOUNT_ACCESS
RATIONALE: The user's query suggests they have noticed an unauthorized electronic fund transfer in their account without knowing when it occurred, which could indicate that there might be a potential violation of regulations such as the Electronic Funds Transfer Act (15 U.S.C. § 1693 et seq.) as implemented by Regulation E. Given this, it would be prudent to contact the appropriate regulatory body immediately to ensure proper investigation and possible remediation.
CITATIONS: FDIC_Consumer_Compliance_v1",URGENT_ACCOUNT_ACCESS,"FDIC_Consumer_Compliance_v1,FDIC_Consumer_Compliance_v1",2026-01-16 1:18:49,0,0,1,3
A16_unauth,ambiguous,2,0.7,5,"TRIAGE: URGENT_ACCOUNT_ACCESS
RATIONALE: The user reports seeing an unauthorized electronic fund transfer in their account, indicating potential fraud or unauthorized activity. Immediate attention should be given to secure the account and investigate further to prevent any further unauthorized transactions.
CITATIONS: NONE",URGENT_ACCOUNT_ACCESS,"FDIC_Consumer_Compliance_v1,FDIC_Consumer_Compliance_v1,CFPB_RegE_2026_v1,CFPB_RegE_2026_v1,Fed_Mng_Risk_Unauth_Payments_2015_v1",2026-01-16 1:18:52,0,0,1,3
A17_scam_partly,ambiguous,0,0,,RETRIEVAL_ONLY_MODE,NONE,"CFPB_Fraud_Answers_2026_v1,CFPB_Fraud_Answers_2026_v1,FDIC_Complaint_2026_v1,FDIC_Complaint_2026_v1,SOFTCO_Unauth_Transactions_2026_v1",2026-01-16 1:18:52,0,NA,0,1
A17_scam_partly,ambiguous,1,0,,"Triage: URGENT_ACCOUNT_ACCESS

Rationale: The user is experiencing a financial emergency due to being scammed, which requires immediate attention to secure their account and prevent further losses.

Citations: None",URGENT_ACCOUNT_ACCESS,,2026-01-16 1:18:54,0,0,1,3
A17_scam_partly,ambiguous,1,0.7,,"Triage: URGENT_ACCOUNT_ACCESS

Rationale: The user is reporting a scam without any documentation, indicating immediate action is needed to secure their account.

Citations: None",URGENT_ACCOUNT_ACCESS,,2026-01-16 1:18:55,0,0,1,3
A17_scam_partly,ambiguous,2,0,2,"TRIAGE: ABSTAIN
RATIONALE: The provided evidence does not contain specific information related to banking fraud, unauthorized electronic fund transfers, account access issues, or compliance with financial regulations.
CITATIONS: NONE",ABSTAIN,"CFPB_Fraud_Answers_2026_v1,CFPB_Fraud_Answers_2026_v1",2026-01-16 1:18:58,1,1,0,1
A17_scam_partly,ambiguous,2,0,5,"TRIAGE: ABSTAIN
RATIONALE: The provided evidence does not contain specific details indicating high-risk fraud, urgent account access, routine queries, or need to escalate to compliance regarding unauthorized electronic fund transfers or account access issues related to the user's query ""I am scammed but I don’t know how."" The evidence focuses on general advice on avoiding scams and fraud during emergencies, recognizing common types of scams, and providing resources for filing complaints and seeking assistance. It lacks clear indications of any recent fraudulent activity or emergency situations requiring immediate attention.
CITATIONS: NONE",ABSTAIN,"CFPB_Fraud_Answers_2026_v1,CFPB_Fraud_Answers_2026_v1,FDIC_Complaint_2026_v1,FDIC_Complaint_2026_v1,SOFTCO_Unauth_Transactions_2026_v1",2026-01-16 1:19:02,1,1,0,1
A17_scam_partly,ambiguous,2,0.7,2,"TRIAGE: ABSTAIN
RATIONALE: The provided evidence does not specifically address any form of bank fraud, unauthorized electronic fund transfers, account access issues, or compliance concerns related to the user's query ""I am scammed but I don’t know how."" While the documents discuss avoiding scams and recognizing fraudulent activity, they do not provide specific advice or steps to recover from being scammed.
CITATIONS: NONE",ABSTAIN,"CFPB_Fraud_Answers_2026_v1,CFPB_Fraud_Answers_2026_v1",2026-01-16 1:19:06,1,1,0,1
A17_scam_partly,ambiguous,2,0.7,5,"TRIAGE: ABSTAIN
RATIONALE: The provided evidence discusses general tips on avoiding scams and fraud, as well as how to report incidents and seek assistance. It does not specifically address the issue of being scammed and unsure how to proceed, which is what the user query requested.
CITATIONS: CFPB_Fraud_Answers_2026_v1, FDIC_Complaint_2026_v1, SOFTCO_Unauth_Transactions_2026_v1",ABSTAIN,"CFPB_Fraud_Answers_2026_v1,CFPB_Fraud_Answers_2026_v1,FDIC_Complaint_2026_v1,FDIC_Complaint_2026_v1,SOFTCO_Unauth_Transactions_2026_v1",2026-01-16 1:19:11,1,1,0,1
A18_payment_missing,ambiguous,0,0,,RETRIEVAL_ONLY_MODE,NONE,"CFPB_Fraud_Answers_2026_v1,FDIC_Complaint_2026_v1,FDIC_Consumer_Compliance_v1,EFTSURE_Unauth_Transactions_2025_v1,FDIC_Consumer_Compliance_v1",2026-01-16 1:19:11,0,NA,0,1
A18_payment_missing,ambiguous,1,0,,"Triage: URGENT_ACCOUNT_ACCESS

Rationale: The user has reported missing funds from a transaction that should have been successful. This could indicate fraudulent activity or unauthorized access to their account.

Citations: None",URGENT_ACCOUNT_ACCESS,,2026-01-16 1:19:13,0,0,1,3
A18_payment_missing,ambiguous,1,0.7,,"Triage: URGENT_ACCOUNT_ACCESS

Rationale: The user reported missing funds, which indicates potential unauthorized access or transaction issues that require immediate attention.

Citations: None",URGENT_ACCOUNT_ACCESS,,2026-01-16 1:19:14,0,0,1,3
A18_payment_missing,ambiguous,2,0,2,"TRIAGE: ABSTAIN
RATIONALE: The user query mentions sending money to a friend but doesn't indicate any signs of fraud, unauthorized EFTs, account access issues, or compliance concerns. The provided evidence discusses common types of scams and frauds without directly addressing the specific situation described in the user query.
CITATIONS: NONE",ABSTAIN,"CFPB_Fraud_Answers_2026_v1,FDIC_Complaint_2026_v1",2026-01-16 1:19:17,1,1,0,1
